Unnamed: 0,Giới tính,Hình thức làm việc,Kinh nghiệm,Mức lương,Ngành nghề,Số lượng tuyển dụng,Thời gian thử việc,Trình độ,Tính chất công việc,Tỉnh/Thành phố,benefits,description,job_title,link,requirements
,Nữ,Nhân viên chính thức,1 năm,7 - 18 triệu,Làm đẹp/Thể lực/SpaLao động phổ thôngY tế,30,Nhận việc ngay,Không yêu cầu,Giờ hành chính,TP.HCM,"- Lương thu nhập từ: 7 - 18 triệu
- Có đầy đủ chế độ BH của nhà nước
- Chế độ tốt, thu nhập cao, môi trường làm việc thân thiện, chuyên nghiệp và được đào tạo nâng cao chuyên môn.
- Lương, thưởng, tour và nhiều quyền lợi khác","- Chịu trách nhiệm phục vụ khách hàng một cách lịch sự, nhẹ nhàng, tận tâm và chuyên nghiệp dưới sự hướng dẫn và giám sát bởi Quản lý Phòng khám, Bác sĩ.
- Tuân thủ quy định về an toàn, vệ sinh khi phục vụ khách, bao gồm:
+ Vệ sinh, chăm sóc da mặt cho bệnh nhân trước và sau khi bác sĩ thực hiện các thủ thuật laser, xâm lấn
+ Phụ trách chụp hình và soi da cho khách hàng
+ Kiểm soát liều lượng mỹ phẩm trong điều trị

- Tuân thủ quy định về an toàn, vệ sinh khi vận hành máy móc, thiết bị tại phòng khám.
+ Chuẩn bị phòng laser, phòng chăm sóc da, phòng soi da, khu vực chụp hình đầu ngày, cuối ngày đảm bảo phòng ốc luôn sạch sẽ, luôn đủ dụng cụ và vật tư.
+ Chuẩn bị các vật liệu và thiết bị, vệ sinh các thiết bị trước và sau khi thực hiện dịch vụ.
+ Thực hiện vệ sinh phòng ốc, dụng cụ theo hướng dẫn/quy trình.",,,"+ Ưu tiên cho các bạn có kinh nghiệm làm điều dưỡng chuyên nghành da liễu
+ Có kinh nghiệm tối thiểu 1 năm ở vị trí tương đương

Trụ sở chính: 100E Đặng Văn Bi, F. Bình Thọ, Q. Thủ Đức: 10 người
Cơ sở 1: Số 200 Tô Hiến Thành, Phường 15, Quận 10, TP HCM: 10 người
Cơ sở 2: Số 259 Đường 3/2, Phường 10, Quận 10, TP HCM: 10 người"
,Không yêu cầu,Nhân viên chính thức,Dưới 1 năm,10 - 12 triệu ( + Hoa hồng từ 2% đến 5%),Du lịch/Nhà hàng/Khách sạnLao động phổ thôngThực phẩm/DV ăn uống,20,2 tháng,Chứng chỉ,Việc làm theo ca/Đổi ca,TP.HCM,"- Lương cơ bản + Tips + thưởng doanh số hàng tháng
- Lương tháng 13, Thưởng cuối năm theo hiệu quả công việc
- Tham gia BHXH, BHYT, BHTN đầy đủ
- Có ngày nghỉ phép năm
- Đào làm việc trong môi trường Nhật Bản
- Cơ hội tăng lương và thăng tiến lên các vị trí cao hơn
- Quà tặng/ tiền thưởng và các chương trình, hoạt động vào các dịp Lễ, Tết
- Sử dụng các sản phẩm, dịch vụ chất lượng Nhật Bản với giá ưu đãi","- Trực tiếp thực hiện chế biến món ăn theo đúng quy trình/công thức, tiêu chuẩn của Bếp Trưởng/nhà hàng;
- Phối hợp với bếp trưởng hoặc trưởng ca kiểm tra hàng hóa, thực phẩm nhập vào bao gồm cả số lượng và chất lượng
- Chuẩn bị các nguyên liệu, vật dụng, thiết bị chế biến món ăn
- Quản lý và chịu trách nhiệm về các trang thiết bị, công cụ dụng cụ, khu vực bếp trong ca làm việc
- Thực hiện các công việc khác theo sự phân công của cấp trên

* Địa điểm làm việc:
- Nhà hàng Ussina: Lầu 77, Trung tâm Landmark 81, Vinhomes Tân Cảng, Số 208, Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Thành phố Hồ Chí Minh.",,,"- Từ 18 tuổi trở lên
- Có kiến thức hoặc chứng chỉ về Bếp nóng là một lợi thế
- Không có kinh nghiệm sẽ được đào tạo
- Có định hướng gắn bó lâu dài
- Hòa đồng, cởi mở, vui vẻ, có tinh thần trách nhiệm"
,Không yêu cầu,Nhân viên chính thức,Không yêu cầu kinh nghiệm,5 - 7 triệu,Lao động phổ thôngChăm sóc khách hàngNông/Lâm/Ngư nghiệp,2,Nhận việc ngay,Trung học,Việc làm theo ca/Đổi ca,TP.HCM,"- Lương cứng: 5.1/tháng (NET) (+ Hoa hồng)
- Tham gia BHXH, BHYT, BHTN-BNN, BHTN đầy đủ.
- Công việc đơn giản, dễ thực hiện.","• Đối chiếu dữ liệu ảnh chân dung, ảnh CMND/CCCD và các thông tin trích xuất sẵn theo hệ thống (theo thuê bao, ngày sinh, ngày cấp CMND/CCCD, nơi cấp CMND/CCCD).
• Phê duyệt và từ chối nếu trường hợp thông tin trùng khớp và không trùng khớp
• Địa điểm làm tại: 270A Lý Thường Kiệt P.14 Q.10 TPHCM ( Hẻm 354/35)
• Ca làm việc: Sáng: 7h - 14h30; Chiều 14h30 - 22h
• Không cố định ngày OFF ( số ngày OFF = số ngày CN của tháng, được đkí trước theo tháng)",,,"• Tốt nghiệp THPT trở lên
• Sử dụng thành thạo tin học văn phòng
• Ưu tiên ứng viên có kinh nghiệm nhập liệu, xử lý số liệu chính xác"
,Không yêu cầu,Nhân viên chính thức,Không yêu cầu kinh nghiệm,5 - 7 triệu,Phục vụ/Tạp vụ/Giúp việcLao động phổ thôngGiáo dục/Đào tạo/Thư viện,10,Nhận việc ngay,Lao động phổ thông,Việc làm theo ca/Đổi ca,TP.HCM,"- Đầy đủ chế độ về bảo hiểm: BHXH, BHYT, bảo hiểm sức khỏe, nghỉ phép năm.
- Nghỉ lễ tết, nghỉ hè, thưởng lễ Tết.","- Vệ sinh phòng họp, phòng làm việc, hành lang, cầu thang
- Nhanh nhẹn, siêng năng, gọn gàng,sạch sẽ
- Dọn dẹp lại khu vực làm việc
- Thực hiện công việc vệ sinh tại khu vực được phân công, đảm bảo môi trường làm việc luôn sạch sẽ, ngăn nắp, gọn gàng.
- Làm một trong các ca:
+ Ca sáng 6h – 14h từ thứ hai đến thứ bảy
+ Ca chiều: 14h – 22h từ thứ hai đến thứ bảy
+ Ca :11h - 19h từ thứ hai đến thứ sáu, thứ bảy từ 6h - 14h.",,,"- Độ tuổi từ 18 - 45 tuổi
- Trình độ văn hóa hết cấp 2 trở lên.
- Nhanh nhẹn, sạch sẽ, ưu tiên có kinh nghiệm làm tạp vụ."
,Nữ,Nhân viên chính thức,Không yêu cầu kinh nghiệm,8 - 15 triệu,Làm đẹp/Thể lực/SpaLao động phổ thôngY tế,10,Trao đổi trực tiếp khi phỏng vấn,Không yêu cầu,Giờ hành chính,TP.HCM,"- Thu nhập 8.000.000 - 15.000.000/tháng.Tùy theo năng lực, Nếu làm tốt thu nhập sẽ lên đến 20 triệu ( THƯỞNG THEO NĂNG LỰC).
Ngoài ra có thêm cá khoản phụ cấp ngoài giờ, tăng ca, % hoa hồng dịch vụ/sản phẩm, thưởng reivew tốt, thưởng KPI ca, chi phí gửi xe, chuyên cẩn, 100% TIP....
- Lương tháng 13, sinh nhật, Lễ,Tết...
- Thời gian làm việc giờ hành chính thứ 2 - thứ 7 (8H/ngày), OFF 1 ngày trong tuần. Nếu nghỉ dài ngày chỉ cần báo trước với Quản Lý.
- Môi trường làm việc tốt, thân thiện, chuyên nghiệp, hiện đại
- Lộ trình thăng tiến rõ ràng, thăng tiến các vị trí quản lý và đối tác hợp tác cùng Care With Love.
- Tăng lương định kỳ, mức lương không giới hạn xứng đáng theo năng lực.
- Được tham gia Team Building, du lịch định kỳ hàng năm
- Tham gia BHXH,BHYT theo qui định nhà nước.
- Được đào tạo miễn phí, khóa học trị giá 39 triệu chuyên về kĩ thuật chăm sóc mẹ và bé chuẩn BCTMB độc quyền chỉ có tại Care With Love đước Sở Y Tế cấp phép.
- Được đào tạo chuyên môn trong môi trường làm việc chuyên nghiệp
- Được đào tạo kĩ năng mềm về giao tiếp, chăm sóc khách hàng, kĩ năng bán hàng tăng thu nhập.
- Được Care With Love cấp chứng chỉ chuẩn Quốc Tế chuẩn BCTMB
- Được cấp phát 100% công cụ học và làm việc.
- Được hỗ trợ lương học việc.
- Được hỗ trợ chỗ ở miễn phí khi học việc
+ Học viên sẽ không phát sinh bất kì khoản phí nào trong suốt thời gian học việc.","CARE WITH LOVE là hệ thống Spa & dịch vụ Y TẾ đầu tiên và duy nhất chuẩn BCTMB Hoa Kỳ và được Sở Y Tế Cấp Phép, đã được hơn 150.000 mẹ & bé tin dùng trong suốt 10 năm qua trong đó có những KOL như diễn viên Tăng Thanh Hà, ca sĩ Đông Nhi, vợ anh Cường Đô La, vợ anh Ưng Hoàng Phúc, siêu mẫu Xuân Lan, ca sĩ Thu Minh...

- Gội đầu dưỡng sinh và spa cho các mẹ bầu, các chị em phụ nữ
- Giúp phục hồi sức khoẻ và massage lấy lại vóc dáng cho các mẹ sau sinh
- Massage, hơ lá trầu, vệ sinh rốn và tắm cho bé sơ sinh

Làm việc tại 1 trong những quận sau: Q5, Q7, Q9, Gò Vấp, Bình Thạnh",,,"- Không yêu cầu kinh nghiệm và tay nghề, được đào tạo miễn phí 100%
- Ham học hỏi, ham thích làm việc, mong muốn đem đến niềm vui và sức khoẻ cho mẹ và bé"
,Không yêu cầu,Nhân viên chính thức,Không yêu cầu kinh nghiệm,7 - 10 triệu,Kho vận/Vật tư/Thu muaTài xế/Lái xe/Giao nhậnLao động phổ thông,50,2 tháng,Không yêu cầu,Giờ hành chính,TP.HCMĐắk NôngHậu Giang,"- Thưởng hiệu quả công việc hàng tháng, thưởng hiệu suất cuối năm, lương tháng 13;
- chế độ 14 ngày phép/ năm và 6 ngày phép bệnh/năm
- Hỗ trợ ăn trưa;
- Tham gia đầy đủ chế độ BHXH, BHYT, BHTN, hỗ trợ Covid;
- Đánh giá, xét tăng lương và thưởng năng suất hàng năm;
- Cơ hội được đào tạo bài bản, cơ hội tăng lương theo năng lực;
- Hỗ trợ học phí nâng cao tay nghề;
- Môi trường làm việc trẻ trung, năng động, đồng nghiệp thân thiện, giúp đỡ;
- Tham gia các hoạt động nội bộ của công ty với nhiều giải thưởng hấp dẫn (teambuiliding,..);
- Chính sách đặc biệt từ Shopee (voucher, quà tặng campaign, tết,...).","- Phụ lên hàng lên/xuống xe tải;
- Nhận và scan hàng hóa lên hệ thống;
- Quản lý hàng hóa trên hệ thống, đảm bảo việc nhập xuất hàng phải đúng tiến độ, không bị lệch số
- Phân chia hàng theo các phường, các quận;
- Báo cáo xuất nhập hàng hóa.
Khu vực tuyển dụng:
- Đăk Nông
- Hồ Chí Minh
- Hậu Giang",,,"- Sức khoẻ tốt, nhanh nhẹn, chăm chỉ, trung thực;
- Làm việc theo ca, xoay ca hàng tuần;
- Có kinh nghiệm làm kho thương mại điện tử là một lợi thế;
- Chịu được áp lực trong công việc."
,Không yêu cầu,Nhân viên chính thức,Không yêu cầu kinh nghiệm,7 - 10 triệu,Cơ khí/Kĩ thuật ứng dụngLao động phổ thôngSản xuất/Vận hành sản xuất,5,1 tháng,Không yêu cầu,Việc làm theo ca/Đổi ca,TP.HCM,"- Thực hiện đầy đủ các chế độ theo đúng Luật lao động qui định
- Tham gia đầy đủ BHXH, BHYT, BHTN
- Lương 6.000.00 - 10.000.000, Thỏa thuận trực tiếp khi phỏng vấn
- Tăng ca ngày thường x1.5, Chủ nhật x2.0","- Gia công cơ khí chính xác
- Tham gia các quá trình, công đoạn gia công.
- Được huấn luyện trước khi tham gia làm việc
- Nhân viên đứng máy Phay, Tiện
- Nhân viên kỷ thuật, Lập trình gia công CNC
- Trao đổi chi tiết khi phỏng vấn
- Làm việc tại đường 11, KDC Kim Sơn, Tân Phong, Quận 7, TP HCM",,,"- Ưu tiên người tốt nghiệp trường dạy nghề
- Ưu tiên người đã có kinh nghiệm đứng máy Tiện và Phay, Lập trình gia công CNC,
- Làm việc theo 2 ca, 1 Tháng đổi ca 1 lần"
,Nam,Nhân viên chính thức,Chưa có kinh nghiệm,7 - 10 triệu,Tài xế/Lái xe/Giao nhậnKho vận/Vật tư/Thu muaLao động phổ thông,5,2 tháng,Không yêu cầu,Giờ hành chính,TP.HCM,"- THU NHẬP KHỞI ĐIỂM: 7- 8.5 TRIỆU/ THÁNG
- Tham gia BHXH, phép năm
- Tăng lương, thưởng hàng năm
- Cơ hội thăng tiến
- Tham gia các hoạt động du lịch, party công ty","- Giao nhận hàng hóa đến các địa điểm theo yêu cầu, đảm bảo hàng hóa được an toàn nguyên vẹn.
- Chuẩn bị hàng hóa trước khi giao theo đề xuất của thủ kho.
- Sắp xếp và bảo quản hàng hóa đúng theo qui định.

* THỜI GIAN LÀM VIỆC: 6:30-16:30/ 7:00-17:00/ 6:00-16:00
(01 tuần nghỉ 01 ngày)
* ĐỊA ĐIỂM LÀM VIỆC: 609 Đỗ Xuân Hợp, Phước Long B, Quận 9",,,"- Vui vẻ, nhiệt tình, hòa đồng và cẩn thận.
- Nam, dưới 35 tuổi, sức khỏe tốt
- KHÔNG YÊU CẦU KINH NGHIỆM, BẰNG CẤP

- Để ứng tuyển: Các Bạn đến phỏng vấn trực tiếp tại VĂN PHÒNG CÔNG TY (trụ sở chính) - Tầng 4,180 Pasteur, Quận 1 trong khung giờ 09:00-11:00 hoặc 14:00-16:00 thứ 2- thư 6 hoặc 09:00-11:00 thứ 7"
,Không yêu cầu,Nhân viên chính thức,Chưa có kinh nghiệm,7 - 9 triệu ( + Hoa hồng từ 1% đến 2%),Bán hàngChăm sóc khách hàngLao động phổ thông,10,1 tháng,Không yêu cầu,Giờ hành chính,TP.HCM,"- Mức lương 5.000.000 - 9.000.000 + hoa hồng 2%+ thưởng( ( Thử việc 1 tháng). Có hỗ trợ phần cơm trưa.
- : Được tham gia đóng bảo hiểm sau 6 tháng theo quy định, tăng lương theo năng lực.
- Địa chỉ làm việc tại văn phòng: Đường nữ dân công, vĩnh lộc a, bình chánh.
- Thời gian làm việc: 8h-17h nghỉ trưa 1 tiếng từ thứ 2 đến thứ 7.","- Lĩnh vực sản xuất mũ - nón bảo hiểm xe máy xe moto.
- Tư vấn chốt đơn hàng cho khách.
- Xử lí đơn hàng , lên hợp đồng cho khách hàng.
- Thu data, gửi mail, call phone chào hàng giới thiệu sản phẩm.
- Xử lí các công việc khác được giao.",,,"-  : thành thạo tin học văn phòng, có kinh nghiệm bán hàng
- Ưu tiên có kinh nghiệm bán hàng,
- Có khả năng đàm phán giao tiếp, thuyết phục tốt
- Yêu thích công việc bán hàng, kinh doanh hàng quà tặng."
,Không yêu cầu,Nhân viên chính thức,Chưa có kinh nghiệm,10 - 12 triệu,Bán hàngKinh doanhLao động phổ thông,7,1 tháng,Trung học,Giờ hành chính,Hà NộiTP.HCMHải PhòngToàn quốc,"- Lương từ 6,800,000d - 10,000,000d đồng/tháng (lương + thưởng + phụ cấp)
- Phụ cấp tiếng Nhật (nếu có): trao đổi khi phỏng vấn
- Được nghỉ 7 ngày/tháng, mỗi tháng có 1 ngày phép.
- Lợi thế: được công ty đào tạo các kĩ năng tư vấn và bán hàng, được tham gia đầy đủ các loại bảo hiểm y tế, bảo hiểm xã hội, bảo hiểm thất nghiệp, tăng lương định kỳ theo năm, thưởng doanh số, thưởng tết và môi trường làm việc thân thiện,chuyên nghiệp.","- Tư vấn, bán kính mắt cho khách, các công việc kĩ thuật liên quan đến kính, làm việc theo yêu cầu của quản lý,…
- Thời gian làm việc: 7 tiếng/ngày; Thời gian giải lao 1 tiếng. Có 2 ca làm việc xoay luân phiên.
+ Ca sáng 9h30 đến 17h30
+ Ca chiều từ 14h00 đến 22h00
- Công việc chi tiết sẽ trao đổi rõ hơn trong quá trình phỏng vấn.

- Địa chỉ làm việc: Ứng viên chọn 1 trong các địa điểm sau (Vui Lòng note rõ vào CV cửa hàng ứng tuyển):

HÀ NỘI:

+ Long Biên: Aeon Mall Long Biên, Phúc Đồng, Long Biên, HN (chỉ tuyển nữ)

+ Bà Triệu: Vincom Bà Triệu, Lê Đại Hành, Hai Bà Trưng, HN (chỉ tuyển nữ)

+ Metropolis: Vincom Metropolis, Ngọc Khánh, Bà Đình, HN

+ Royal City: Vincom Royal City, Thanh Xuân, HN

+ Smart City: Vincom Smart City, Tây Mỗ, Nam Từ Liêm

HCM:

+ Bình Tân: Aeon Mall Bình Tân, phường Bình Trị Đông, quận Bình Tân, HCM (chỉ tuyển nữ)

+ Crescent Mall: Crescent Mall, phường Tân Phú, quận 7, HCM

+ Gò Vấp: Lotte Gò Vấp, phường 10, quận Gò Vấp, HCM (chỉ tuyển nữ)

HẢI PHÒNG:

+ Hải Phòng: Aeon Mall Hải Phòng, phường Kênh Dương, quận Lê Chân, Hải Phòng (chỉ tuyển nam)",,,"- Giới tính: Nam nữ từ 18 - 27 tuổi
- Không yêu cầu kinh nghiệm, tốt nghiệp THPT trở lên.
- Điều kiện đáp ứng làm việc: Đã tiêm đủ 2 mũi Vaxcin hoặc là F0 khỏi bệnh có giấy xác nhận của y tế."
,Không yêu cầu,Nhân viên chính thức,Chưa có kinh nghiệm,10 - 12 triệu,Tài xế/Lái xe/Giao nhậnLao động phổ thông,100,Nhận việc ngay,Trung học,Giờ hành chính,Hà Nội,"- Bảo hiểm tai nạn 24/24;
- Cung cấp đầy đủ trang thiết bị giao hàng;
- Đảm bảo thu nhập hàng tháng, thưởng theo tháng;
- Cơ hội trở thành nhân viên chính thức.","- Nhận hàng từ kho giao cho khách hàng và thu tiền hàng (nếu có);
- Giao hàng từ 1 - 2 phường/xã;
- Lương thưởng và chế độ hấp dẫn;
- Phụ trách giao hàng theo khu vực.

Khu vực tuyển dụng: Cầu Giấy, Bắc Từ Liêm, Thanh Xuân, Đống Đa, Ba Đình, Hoàn Kiếm, Tây Hồ, Gia Lâm, Hoàng Mai, Hai Bà Trưng, Nam Từ Liêm, Hà Đông, Long Biên, Hoài Đức, Thanh Trì",,,"- Có xe gắn máy, điện thoại thông minh (Android 6.0 trở lên);
- Thông thạo các tuyến đường;
- Làm việc 6 ngày/tuần."
,Không yêu cầu,Nhân viên chính thức,Chưa có kinh nghiệm,10 - 12 triệu,Bán hàngKinh doanhLao động phổ thông,10,Nhận việc ngay,Lao động phổ thông,Giờ hành chính,TP.HCMAn GiangCần Thơ,"-> Thu nhập trung bình từ 11-14tr triệu.
- Là nhân viên chính thức & được hưởng đầy đủ phúc lợi của Công ty.
- Thử việc 2 tháng. Sau thử việc được tham gia BHXH, BHTN, bảo hiểm y tế, bảo hiểm 24/24 (công ty chi trả 100% chi phí)
- Lương tháng 13 & xem xét tăng lương hàng năm
- Cơ hội thăng tiến, đào tạo kĩ năng phát triển nghề nghiệp.
- Thời gian làm việc: Giờ hành chính từ 07h30 - 17h00 từ thứ 2 đến thứ 7. Nghỉ trưa 90 phút","- Ghé thăm các cửa hiệu thuộc tuyến bán hàng được phân công (chăm sóc và lên đơn hàng)
- Giới thiệu chương trình Khuyến mãi cho khách hàng & trưng bày sản phẩm
- Cập nhật lại MCP/ danh sách cửa hiệu để chuẩn hóa tuyển bán hàng
- Chịu trách nhiệm doanh số theo địa bàn phân công.
Có kho/ Văn phòng ở các quận cho Nhân viên tiện di chuyển",,,"- Có xe máy riêng. Tự túc về phương tiện đi lại
- Nhanh nhẹn, chăm chỉ, , nhiệt tình, sức khỏe tốt, có thể đi thị trường
- Tốt nghiệp THCS trở lên, Nam/nữ tuổi từ 18 - 45t.
- Không yêu cầu kinh nghiệm"
,Không yêu cầu,Nhân viên chính thức,Không yêu cầu kinh nghiệm,10 - 12 triệu,Bán hàngLao động phổ thôngChăm sóc khách hàng,25,Chưa cập nhật,Không yêu cầu,Giờ hành chính,TP.HCM,"- Không thu bất kỳ phí nào của nhân viên, đi học đào tạo vẫn có lương.
- Lương từ:7.000.000 - 12.000.000 + thưởng nóng, hoa hồng...
(Có đi làm ngày công là có lương cơ bản và bao cơm trưa),
- Riêng tiền thưởng năng suất làm việc + tiền thưởng chốt đơn + tiền thưởng nóng sẽ tính riêng.
- Không có kinh nghiệm sẽ được Công ty đào tạo (Cty trả lương những ngày học đào tạo như chính thức)
- Tham gia BHXH, Công đoàn đầy đủ
- Nghỉ tết Nguyên đán 15-18 ngày
- Du lịch 1-2 lần/1 năm.","- Nhận cuộc của khách hàng, tư vấn sản phẩm và chốt đơn hàng của khách (làm việc tại văn phòng không đi bên ngoài).
- Công ty quảng cáo sản phẩm trên kênh truyền hình (Mỹ phẩm, hàng gia dụng, thực phẩm chức năng, giảm cân, tăng cường sức khỏe...): Khách hàng gọi vào đường dây hotline, nhân viên nhận cuộc gọi (In-out) và tư vấn.
- Làm giờ hành chánh: 8h30 - 17h30 (trưa nghỉ 1 tiếng), 1 tuần nghỉ 1 ngày.
- Làm việc tại văn phòng không đi bên ngoài: làm Q5 hoặc Quận 6 (Sắp xếp theo khu vực tiện cho nhân viên đi làm)
+ Làm Q5: Tòa nhà MH (Lầu 1), Võ Văn Kiệt gần Trần Bình Trọng cắt ngang chưa tới Bệnh Viện Nhiệt Đới.
+ Làm Q6: Tòa nhà Vietmarket (Lầu 6), Phạm Văn Chí, P8, Q6
- Sẽ trao đổi thêm khi phỏng vấn.
- Đạt yêu cầu nhận việc ngay.",,,"- Nam/ Nữ: ĐỘ TUỔI BẮT BUỘC TỪ 18 - 40 TUỔI
- Giọng nói dễ nghe.
- Biết chút vi tính (cơ bản)
- Không cần kinh nghiệm (được công ty đào tạo)."
,Nữ,Nhân viên chính thức,Không yêu cầu kinh nghiệm,7 - 10 triệu,Làm đẹp/Thể lực/SpaLao động phổ thôngY tế,5,Nhận việc ngay,Không yêu cầu,Giờ hành chính,TP.HCM,"- Thu nhập ổn định dao động từ 7.000.000 - 10.000.000 (tip+ hoa hồng sản phẩm) tùy theo năng lực
- Phụ cấp xăng xe, lương tăng theo thời gian và mức độ làm việc.
- Lương tháng 13
- Thưởng tết
- Thời gian làm việc: linh động, làm việc dưới sự phân công của cấp trên
- Chế độ khác: Làm việc trong môi trường năng động , được đào tạo nâng cao tay nghề, được đánh giá năng lực, có cơ hội thăng tiến","+ Chăm sóc cho bé sơ sinh gồm: Tắm bé, vệ sinh rốn, hơ lá trầu, massage giúp bé,...
+ Chăm sóc MẸ bầu (mát xa thư giãn)
+ Chăm sóc MẸ sau sinh giúp MẸ nhanh khoẻ, thon gọn.
+ Thông tắc tia sữa
+ Gội đầu dưỡng sinh",,,"- Giới tính: nữ

- Tuổi: 18t- 30t

- Kinh nghiệm: ưu tiên đã có kinh nghiệm, chưa có kinh nghiệm sẽ được đào tạo

- Yêu cầu: Có tâm ,vui vẻ, Chịu khó, cẩn thận ,trung thực, yêu trẻ, có tinh thần trách nhiệm cao trong công việc , Sức khỏe tốt, có phương tiện đi lại, không ngại di chuyển , đặc biệt gắn bó lâu dài với công việc

- Ngành nghề: điều dưỡng , nữ hộ sinh, giáo viên mầm non, KTV spa, không có bằng cấp, có nhu cầu tìm việc vẫn có thể ứng tuyển ,những bạn có kinh nghiệm có thể làm CTV cho spa"
,Nữ,Nhân viên chính thức,Dưới 1 năm,9 - 12 triệu,Dệt mayLao động phổ thôngKhu chế xuất/Khu công nghiệp,5,2 tháng,Không yêu cầu,Giờ hành chính,TP.HCM,"- Mức Lương : 9 triệu – 12 triệu
- Môi trường làm việc thân thiện, hòa đồng, năng động.
- Tham gia chế độ BHXH, BHYT, BHTN theo đúng quy định;
- Chế độ phụ cấp, cơm trưa, xăng xe,…theo quy định của Công ty.
-","- Cắt may mẫu theo rập, thực hiện may mẫu theo yêu cầu;
- Đảm bảo may đúng ý tưởng thiết kế, đúng đường may kĩ thuật;
- Kiểm tra chỉnh sửa những sản phẩm bị lỗi hoặc chỉnh sửa theo yêu cầu của thiết kế;
- Thực hiện các công việc khác theo phân công của quản lý.

- Thời gian làm việc: 7h30 - 17h00, từ thứ hai đến thứ bảy.
- Địa điểm làm việc: 26B Tân Thới Nhất 17, Phường Tân Thới Nhất, Quận 12.",,,"- Có kinh nghiệm từ 6 tháng trở lên may mẫu TOP, mẫu FPP, mặt hàng thời trang nữ;
- Tỉ mỉ, chịu khó, siêng năng;
- Kiểm tra tay nghề đầu vào và báo kết quả trong vòng 24h sau bài kiểm tra."
,Nam,Nhân viên chính thức,3 năm,7 - 10 triệu,Tài xế/Lái xe/Giao nhậnLao động phổ thôngBảo vệ/Vệ sĩ/An ninh,2,3 tháng,Chứng chỉ,Giờ hành chính,TP.HCM,"1. Được tham gia đầy đủ các chế độ BHXH, BHYT.
2. Được hỗ trợ tiền lái xe ngoài giờ.
3. Môi trường thân thiện
4. Được","1. Đưa đón BAN LÃNH ĐẠO và nhân viên công ty. Đảm bảo thời gian, địa điểm đúng theo yêu cầu.
2. Vệ sinh, bảo quản xe, bảo đảm xe phải luôn sạch sẽ, không mùi, luôn trong tình trạng sẵn sàng sử dụng.
3. Luôn kiểm tra xe nhằm phát hiện và khắc phục kịp thời các hư hỏng, bảo trì xe định kỳ, cập nhật đầy đủ vào sổ theo dõi xe.
4. Thực hiện các công việc phát sinh theo yêu cầu.
5. Thời gian làm việc giờ hành chánh từ thứ 2 đến thứ 7.",,,"1. Có kinh nghiệm lái xe trên 3 năm và bằng lái xe B2.s
2. Biết rành đường trong thành phố và các đường đi đến Q.9, KCN PHÚ MỸ, BÌNH CHÁNH.....
3. Sức khỏe tốt, mắt 10/10, không bị bệnh tim, không bệnh xã hội.
4. Sẵn sàng làm việc ngoài giờ theo yêu cầu của Ban lãnh đạo.
5. Vui vẻ, nhiệt tình, chăm chỉ, trung thực, hòa đồng và CẨN THẬN.
6. Tiêm Vacxin đủ 2 mũi
7. Dưới 50 tuổi"
,Không yêu cầu,Nhân viên chính thức,Không yêu cầu kinh nghiệm,7 - 10 triệu,Kho vận/Vật tư/Thu muaLao động phổ thông,150,2 tháng,Trung học,Việc làm theo ca/Đổi ca,Hà Nội,"- Thưởng hiệu quả công việc hàng tháng, thưởng hiệu suất cuối năm, lương tháng 13;
- chế độ 14 ngày phép/ năm và 6 ngày phép bệnh/năm
- Hỗ trợ ăn trưa;
- Tham gia đầy đủ chế độ BHXH, BHYT, BHTN, hỗ trợ Covid;
- Đánh giá, xét tăng lương và thưởng năng suất hàng năm;
- Cơ hội được đào tạo bài bản, cơ hội tăng lương theo năng lực;
- Hỗ trợ học phí nâng cao tay nghề;
- Môi trường làm việc trẻ trung, năng động, đồng nghiệp thân thiện, giúp đỡ;
- Tham gia các hoạt động nội bộ của công ty với nhiều giải thưởng hấp dẫn (teambuiliding,..);
- Chính sách đặc biệt từ Shopee (voucher, quà tặng campaign, tết,...).","- Nhận và scan hàng hóa lên hệ thống;
- Đóng gói hàng hoá, dán tem, xử lý hàng trả về;
- Phân chia hàng theo các phường, các quận;
- Phụ lên hàng lên/xuống xe tải;
- Quản lý hàng hóa trên hệ thống, đảm bảo việc nhập xuất hàng phải đúng tiến độ, không bị lệch số
- Báo cáo xuất nhập hàng hóa;
- Điều phối việc giao hàng của nhân viên giao nhận;
- Một số việc khác theo sự phân công.

Khu vực tuyển dụng: Bắc Từ Liêm, Nam Từ Liêm, Thanh Xuân, Hà Đông, Đống Đa, Hoàng Mai, Hai Bà Trưng, Long Biên, Gia Lâm, Thanh Trì, Thường Tín, Ba Đình, Hoàn Kiếm, Hai Bà Trưng, Tây Hồ, Sóc Sơn, Cầu Giấy, Hoài Đức, Thạch Thất, Chương Mỹ,
Đan Phượng, Ba Vì",,,"- Sức khoẻ tốt, nhanh nhẹn, chăm chỉ, trung thực;
- Làm việc theo ca, xoay ca hàng tuần;
- Có kinh nghiệm làm kho thương mại điện tử là một lợi thế;
- Chịu được áp lực trong công việc."
